       Step     Time          Energy         fmax
MDMin:    0 15:48:05   -13039.468387        2.1013
MDMin:    1 15:48:11   -13045.928218        1.9359
MDMin:    2 15:48:17   -13061.381048        1.4092
MDMin:    3 15:48:24   -13079.640245        0.9309
MDMin:    4 15:48:32   -13098.019631        0.6543
MDMin:    5 15:48:40   -13115.048115        1.1865
MDMin:    6 15:48:46   -13115.970565        4.1106
MDMin:    7 15:48:53   -13125.835494        1.7221
MDMin:    8 15:49:00   -13128.744492        2.3223
MDMin:    9 15:49:06   -13131.749075        1.0455
MDMin:   10 15:49:13   -13134.653328        1.2004
MDMin:   11 15:49:19   -13137.062171        0.7524
MDMin:   12 15:49:26   -13139.433787        0.8430
MDMin:   13 15:49:33   -13141.946726        0.8853
MDMin:   14 15:49:39   -13144.081874        1.1634
MDMin:   15 15:49:46   -13145.884082        0.6882
MDMin:   16 15:49:53   -13147.557677        0.6795
MDMin:   17 15:50:00   -13149.430678        0.7116
MDMin:   18 15:50:07   -13151.114794        1.0168
MDMin:   19 15:50:14   -13152.504036        0.6932
MDMin:   20 15:50:21   -13153.698440        0.5602
MDMin:   21 15:50:28   -13155.047994        0.5524
MDMin:   22 15:50:36   -13156.396701        0.8294
MDMin:   23 15:50:43   -13157.465881        0.7372
MDMin:   24 15:50:51   -13158.359608        0.4597
MDMin:   25 15:51:00   -13159.313396        0.4166
MDMin:   26 15:51:09   -13160.395576        0.6428
MDMin:   27 15:51:18   -13161.229009        0.7590
MDMin:   28 15:51:28   -13161.941588        0.4008
MDMin:   29 15:51:38   -13162.600533        0.3269
MDMin:   30 15:51:48   -13163.417090        0.4877
MDMin:   31 15:51:59   -13164.083044        0.6830
MDMin:   32 15:52:09   -13164.636589        0.4220
MDMin:   33 15:52:17   -13165.076151        0.2657
MDMin:   34 15:52:27   -13165.640722        0.3489
MDMin:   35 15:52:36   -13166.195959        0.5266
MDMin:   36 15:52:45   -13166.598183        0.5164
MDMin:   37 15:52:54   -13166.925644        0.1773
MDMin:   38 15:53:02   -13167.319807        0.2073
MDMin:   39 15:53:11   -13167.826152        0.3322
MDMin:   40 15:53:19   -13168.146120        0.6170
MDMin:   41 15:53:28   -13168.471420        0.1588
MDMin:   42 15:53:36   -13168.718869        0.1611
MDMin:   43 15:53:45   -13169.065009        0.2374
MDMin:   44 15:53:54   -13169.334952        0.4682
MDMin:   45 15:54:03   -13169.555214        0.2588
MDMin:   46 15:54:11   -13169.691786        0.1135
MDMin:   47 15:54:21   -13169.895957        0.1237
MDMin:   48 15:54:30   -13170.157406        0.2271
MDMin:   49 15:54:40   -13170.303750        0.4485
MDMin:   50 15:54:50   -13170.473320        0.0847
MDMin:   51 15:55:01   -13170.601295        0.0821
MDMin:   52 15:55:11   -13170.787037        0.1329
MDMin:   53 15:55:22   -13170.943165        0.3151
MDMin:   54 15:55:33   -13171.040623        0.2441
MDMin:   55 15:55:43   -13171.098352        0.0972
MDMin:   56 15:55:53   -13171.187486        0.1088
MDMin:   57 15:56:05   -13171.287520        0.1818
MDMin:   58 15:56:16   -13171.352617        0.2332
MDMin:   59 15:56:28   -13171.414537        0.0582
MDMin:   60 15:56:40   -13171.479884        0.0599
MDMin:   61 15:56:54   -13171.571248        0.1005
MDMin:   62 15:57:09   -13171.635802        0.2327
MDMin:   63 15:57:32   -13171.692542        0.1079
MDMin:   64 15:58:01   -13171.721479        0.0377
       Step     Time          Energy         fmax
MDMin:    0 17:07:25   -13171.721479        0.0377
       Step     Time          Energy         fmax
MDMin:    0 17:22:27   -13171.721479        0.0377
       Step     Time          Energy         fmax
MDMin:    0 17:54:31   -13171.721479        0.0377
       Step     Time          Energy         fmax
MDMin:    0 13:59:38    13913.295030        0.3643
       Step     Time          Energy         fmax
MDMin:    0 14:05:02    13913.295030        0.3643
MDMin:    1 14:05:08    13911.348849        0.2845
MDMin:    2 14:05:13    13907.973591        0.2391
MDMin:    3 14:05:19    13905.499233        0.2125
MDMin:    4 14:05:25    13904.403626        0.3827
MDMin:    5 14:05:31    13903.706456        0.1523
MDMin:    6 14:05:37    13903.320987        0.1605
MDMin:    7 14:05:43    13902.971910        0.2505
MDMin:    8 14:05:49    13902.797441        0.3115
MDMin:    9 14:05:54    13902.654962        0.1066
MDMin:   10 14:06:00    13902.489001        0.1083
MDMin:   11 14:06:06    13902.323689        0.1744
MDMin:   12 14:06:12    13902.242584        0.2331
MDMin:   13 14:06:18    13902.166964        0.0731
MDMin:   14 14:06:24    13902.084357        0.0868
MDMin:   15 14:06:30    13902.001561        0.1325
MDMin:   16 14:06:35    13901.959670        0.1593
MDMin:   17 14:06:41    13901.921039        0.0576
MDMin:   18 14:06:47    13901.878076        0.0579
MDMin:   19 14:06:53    13901.831526        0.0960
MDMin:   20 14:06:59    13901.810068        0.1291
MDMin:   21 14:07:05    13901.786401        0.0441
       Step     Time          Energy         fmax
MDMin:    0 14:38:03    13901.786401        0.0441
