       Step     Time          Energy         fmax
MDMin:    0 17:18:26    -9072.897470        1.7021
MDMin:    1 17:18:32    -9075.160855        1.4816
MDMin:    2 17:18:38    -9079.515615        0.7316
MDMin:    3 17:18:44    -9082.956676        0.4360
MDMin:    4 17:18:50    -9084.485086        0.9680
MDMin:    5 17:18:57    -9085.273476        0.3214
MDMin:    6 17:19:03    -9085.574967        0.2458
MDMin:    7 17:19:09    -9085.956608        0.2374
MDMin:    8 17:19:15    -9086.273497        0.5263
MDMin:    9 17:19:21    -9086.456508        0.2863
MDMin:   10 17:19:27    -9086.565776        0.1262
MDMin:   11 17:19:33    -9086.719661        0.1290
MDMin:   12 17:19:39    -9086.912923        0.1458
MDMin:   13 17:19:45    -9087.035616        0.4447
MDMin:   14 17:19:51    -9087.132431        0.1143
MDMin:   15 17:19:57    -9087.177371        0.0815
MDMin:   16 17:20:03    -9087.245842        0.0753
MDMin:   17 17:20:09    -9087.324760        0.1610
MDMin:   18 17:20:15    -9087.360975        0.2365
MDMin:   19 17:20:21    -9087.402142        0.0633
MDMin:   20 17:20:27    -9087.436657        0.0989
MDMin:   21 17:20:33    -9087.467497        0.1033
MDMin:   22 17:20:39    -9087.488451        0.1300
MDMin:   23 17:20:45    -9087.503289        0.0364
       Step     Time          Energy         fmax
MDMin:    0 17:54:05    -9087.503289        0.0364
       Step     Time          Energy         fmax
MDMin:    0 14:02:04     9675.368357        0.5250
MDMin:    1 14:02:08     9674.898783        0.3961
MDMin:    2 14:02:12     9673.734215        0.1925
MDMin:    3 14:02:16     9672.230852        0.1774
MDMin:    4 14:02:20     9670.706023        0.3934
MDMin:    5 14:02:24     9670.225876        1.0553
MDMin:    6 14:02:28     9669.547300        0.3474
MDMin:    7 14:02:32     9669.204696        0.5510
MDMin:    8 14:02:36     9668.954906        0.1557
MDMin:    9 14:02:40     9668.659710        0.1168
MDMin:   10 14:02:44     9668.334877        0.2689
MDMin:   11 14:02:48     9668.126974        0.3353
MDMin:   12 14:02:52     9667.961976        0.0801
MDMin:   13 14:02:56     9667.812295        0.0625
MDMin:   14 14:03:00     9667.615152        0.1239
MDMin:   15 14:03:04     9667.449020        0.2366
MDMin:   16 14:03:08     9667.361788        0.2457
MDMin:   17 14:03:12     9667.314915        0.1020
MDMin:   18 14:03:16     9667.246194        0.0715
MDMin:   19 14:03:20     9667.171186        0.1350
MDMin:   20 14:03:25     9667.114498        0.1397
MDMin:   21 14:03:29     9667.071153        0.0834
MDMin:   22 14:03:33     9667.033990        0.0490
       Step     Time          Energy         fmax
MDMin:    0 14:38:01     9667.033990        0.0490
