       Step     Time          Energy         fmax
MDMin:    0 17:16:21    -3535.787994        2.1013
MDMin:    1 17:16:23    -3539.209034        1.9360
MDMin:    2 17:16:26    -3547.483232        1.4105
MDMin:    3 17:16:28    -3557.220833        0.9328
MDMin:    4 17:16:31    -3566.436456        0.5737
MDMin:    5 17:16:33    -3573.017667        1.3324
MDMin:    6 17:16:36    -3572.519182        1.9761
MDMin:    7 17:16:38    -3575.296087        0.8343
MDMin:    8 17:16:41    -3575.715751        1.3944
MDMin:    9 17:16:43    -3576.780862        0.6116
MDMin:   10 17:16:46    -3577.354667        0.7362
MDMin:   11 17:16:48    -3577.850879        0.2401
MDMin:   12 17:16:51    -3578.359652        0.2051
MDMin:   13 17:16:53    -3579.010692        0.1781
MDMin:   14 17:16:56    -3579.522680        0.4689
MDMin:   15 17:16:58    -3579.638350        0.5005
MDMin:   16 17:17:01    -3579.820766        0.2025
MDMin:   17 17:17:03    -3579.941907        0.2790
MDMin:   18 17:17:06    -3580.039953        0.1592
MDMin:   19 17:17:08    -3580.112709        0.1306
MDMin:   20 17:17:11    -3580.197315        0.1609
MDMin:   21 17:17:13    -3580.258751        0.2369
MDMin:   22 17:17:16    -3580.310777        0.1220
MDMin:   23 17:17:18    -3580.347700        0.0918
MDMin:   24 17:17:21    -3580.392759        0.1145
MDMin:   25 17:17:23    -3580.426257        0.1783
MDMin:   26 17:17:26    -3580.454258        0.0949
MDMin:   27 17:17:28    -3580.472807        0.0615
MDMin:   28 17:17:31    -3580.496646        0.0733
MDMin:   29 17:17:33    -3580.516876        0.1250
MDMin:   30 17:17:36    -3580.531118        0.0891
MDMin:   31 17:17:38    -3580.540664        0.0283
       Step     Time          Energy         fmax
MDMin:    0 17:52:29    -3580.540664        0.0283
       Step     Time          Energy         fmax
MDMin:    0 14:02:02     3910.526063        0.3595
MDMin:    1 14:02:04     3910.044240        0.2404
MDMin:    2 14:02:06     3909.293648        0.2167
MDMin:    3 14:02:08     3908.766388        0.1613
MDMin:    4 14:02:10     3908.545381        0.2082
MDMin:    5 14:02:11     3908.413460        0.1142
MDMin:    6 14:02:13     3908.338478        0.1064
MDMin:    7 14:02:15     3908.297848        0.0702
MDMin:    8 14:02:17     3908.271536        0.0568
MDMin:    9 14:02:19     3908.249054        0.0568
MDMin:   10 14:02:21     3908.239533        0.0880
MDMin:   11 14:02:23     3908.233018        0.0310
       Step     Time          Energy         fmax
MDMin:    0 14:37:35     3908.233018        0.0310
