       Step     Time          Energy         fmax
MDMin:    0 19:55:09     1841.149178        1.9742
MDMin:    1 19:55:15     1829.337750        1.7516
MDMin:    2 19:55:22     1802.654480        0.9950
MDMin:    3 19:55:28     1772.848129        0.6951
MDMin:    4 19:55:35     1743.719403        0.7977
MDMin:    5 19:55:41     1718.069288        0.9963
MDMin:    6 19:55:47     1709.837626        2.2979
MDMin:    7 19:55:54     1702.816686        1.8549
MDMin:    8 19:56:00     1695.232654        0.6053
MDMin:    9 19:56:07     1690.849275        0.5565
MDMin:   10 19:56:13     1685.539712        0.4086
MDMin:   11 19:56:19     1679.513719        0.9038
MDMin:   12 19:56:26     1675.088861        1.0664
MDMin:   13 19:56:32     1671.701373        0.5031
MDMin:   14 19:56:39     1668.762579        0.2939
MDMin:   15 19:56:45     1664.909430        0.5264
MDMin:   16 19:56:52     1661.188169        0.6712
MDMin:   17 19:56:58     1658.801370        0.9065
MDMin:   18 19:57:05     1657.050769        0.1842
MDMin:   19 19:57:11     1654.882564        0.1806
MDMin:   20 19:57:17     1651.842147        0.1684
MDMin:   21 19:57:24     1648.288262        0.3258
MDMin:   22 19:57:30     1646.071279        0.8200
MDMin:   23 19:57:37     1644.328663        0.2617
MDMin:   24 19:57:43     1643.608088        0.1333
MDMin:   25 19:57:49     1642.461246        0.1686
MDMin:   26 19:57:56     1640.999137        0.1973
MDMin:   27 19:58:02     1639.904424        0.5647
MDMin:   28 19:58:09     1639.128247        0.2168
MDMin:   29 19:58:15     1638.721502        0.1077
MDMin:   30 19:58:22     1638.084357        0.0960
MDMin:   31 19:58:28     1637.198105        0.1267
MDMin:   32 19:58:34     1636.239822        0.2043
MDMin:   33 19:58:41     1635.948987        0.5245
MDMin:   34 19:58:47     1635.495248        0.2589
MDMin:   35 19:58:53     1635.164958        0.2216
MDMin:   36 19:59:00     1634.906859        0.0760
MDMin:   37 19:59:06     1634.593141        0.0694
MDMin:   38 19:59:13     1634.147124        0.0841
MDMin:   39 19:59:19     1633.649871        0.1295
MDMin:   40 19:59:25     1633.484511        0.3321
MDMin:   41 19:59:32     1633.225018        0.1449
MDMin:   42 19:59:38     1633.046845        0.1505
MDMin:   43 19:59:45     1632.899543        0.0765
MDMin:   44 19:59:51     1632.748722        0.0641
MDMin:   45 19:59:57     1632.553689        0.0962
MDMin:   46 20:00:04     1632.393715        0.1398
MDMin:   47 20:00:10     1632.270139        0.0931
MDMin:   48 20:00:17     1632.180778        0.0533
MDMin:   49 20:00:23     1632.058847        0.0621
MDMin:   50 20:00:29     1631.914420        0.0777
MDMin:   51 20:00:36     1631.816401        0.1295
MDMin:   52 20:00:42     1631.729516        0.0444
       Step     Time          Energy         fmax
MDMin:    0 21:23:18     1631.729516        0.0444
       Step     Time          Energy         fmax
MDMin:    0 08:29:33     1631.729516        0.0444
       Step     Time          Energy         fmax
MDMin:    0 17:02:59     1631.729516        0.0444
