       Step     Time          Energy         fmax
MDMin:    0 13:46:47      706.872403        1.9189
MDMin:    1 13:46:52      684.214538        1.3214
MDMin:    2 13:46:57      637.635209        1.0075
MDMin:    3 13:47:02      594.929780        1.2348
MDMin:    4 13:47:07      566.630870        5.3924
MDMin:    5 13:47:12      562.506346       11.9094
MDMin:    6 13:47:17      552.657689        2.7419
MDMin:    7 13:47:22      545.793765        2.5517
MDMin:    8 13:47:27      540.950979        1.2480
MDMin:    9 13:47:32      536.004279        1.5069
MDMin:   10 13:47:37      530.840413        2.9751
MDMin:   11 13:47:42      527.468803        3.9510
MDMin:   12 13:47:47      524.552440        0.8819
MDMin:   13 13:47:52      521.575114        1.2465
MDMin:   14 13:47:57      518.053931        3.1825
MDMin:   15 13:48:02      516.542612        6.6903
MDMin:   16 13:48:07      514.212988        0.5237
MDMin:   17 13:48:12      512.366292        0.4828
MDMin:   18 13:48:17      509.783317        1.4814
MDMin:   19 13:48:22      508.346010        6.0188
MDMin:   20 13:48:27      506.785486        2.7916
MDMin:   21 13:48:32      506.204573        0.5607
MDMin:   22 13:48:37      505.162755        0.8296
MDMin:   23 13:48:43      503.948038        2.4696
MDMin:   24 13:48:48      503.622872        4.9418
MDMin:   25 13:48:53      502.679662        0.2048
MDMin:   26 13:48:58      502.002171        0.2729
MDMin:   27 13:49:03      501.067912        0.9557
MDMin:   28 13:49:08      500.694399        3.9915
MDMin:   29 13:49:13      500.033139        1.4069
MDMin:   30 13:49:18      499.856560        0.1794
MDMin:   31 13:49:24      499.507181        0.2792
MDMin:   32 13:49:29      499.032875        0.9923
MDMin:   33 13:49:34      498.953799        3.5770
MDMin:   34 13:49:39      498.530157        0.7217
MDMin:   35 13:49:44      498.432626        0.0998
MDMin:   36 13:49:50      498.233299        0.2280
MDMin:   37 13:49:55      497.972446        0.8853
MDMin:   38 13:50:00      497.976203        2.8163
MDMin:   39 13:50:05      497.710684        0.2620
MDMin:   40 13:50:10      497.635719        0.2371
MDMin:   41 13:50:16      497.517129        0.6026
MDMin:   42 13:50:21      497.469245        1.6480
MDMin:   43 13:50:26      497.366431        0.6228
MDMin:   44 13:50:31      497.328817        0.0457
       Step     Time          Energy         fmax
MDMin:    0 22:18:11    -3403.345044        0.3602
MDMin:    1 22:18:17    -3403.534878        0.2762
MDMin:    2 22:18:22    -3403.928998        0.1341
MDMin:    3 22:18:27    -3404.343955        0.1348
MDMin:    4 22:18:33    -3404.677390        0.3244
MDMin:    5 22:18:38    -3404.781345        0.5308
MDMin:    6 22:18:43    -3404.896340        0.1981
MDMin:    7 22:18:48    -3405.001486        0.2090
MDMin:    8 22:18:53    -3405.082227        0.2362
MDMin:    9 22:18:59    -3405.148149        0.2233
MDMin:   10 22:19:04    -3405.208360        0.3146
MDMin:   11 22:19:09    -3405.260244        0.3790
MDMin:   12 22:19:14    -3405.304893        0.3455
MDMin:   13 22:19:19    -3405.343750        0.3015
MDMin:   14 22:19:24    -3405.380614        0.3837
MDMin:   15 22:19:29    -3405.412851        0.4730
MDMin:   16 22:19:34    -3405.442417        0.3830
MDMin:   17 22:19:40    -3405.468622        0.3240
MDMin:   18 22:19:45    -3405.494015        0.4037
MDMin:   19 22:19:51    -3405.516320        0.4754
MDMin:   20 22:19:56    -3405.537628        0.3526
MDMin:   21 22:20:01    -3405.556470        0.3005
MDMin:   22 22:20:07    -3405.574857        0.3870
MDMin:   23 22:20:12    -3405.590900        0.4504
MDMin:   24 22:20:18    -3405.606747        0.3130
MDMin:   25 22:20:23    -3405.620615        0.2737
MDMin:   26 22:20:29    -3405.634238        0.3639
MDMin:   27 22:20:34    -3405.646081        0.4154
MDMin:   28 22:20:40    -3405.658094        0.2694
MDMin:   29 22:20:45    -3405.668527        0.2441
MDMin:   30 22:20:51    -3405.678821        0.3358
MDMin:   31 22:20:56    -3405.687748        0.3739
MDMin:   32 22:21:02    -3405.696937        0.2260
MDMin:   33 22:21:07    -3405.704900        0.2155
MDMin:   34 22:21:12    -3405.712738        0.3082
MDMin:   35 22:21:18    -3405.719546        0.3316
MDMin:   36 22:21:23    -3405.726579        0.1857
MDMin:   37 22:21:29    -3405.732720        0.1897
MDMin:   38 22:21:34    -3405.738690        0.2841
MDMin:   39 22:21:39    -3405.743931        0.2915
MDMin:   40 22:21:45    -3405.749298        0.1489
MDMin:   41 22:21:50    -3405.754086        0.1660
MDMin:   42 22:21:55    -3405.758629        0.2642
MDMin:   43 22:22:00    -3405.762701        0.2557
MDMin:   44 22:22:05    -3405.766783        0.1149
MDMin:   45 22:22:10    -3405.770576        0.1426
MDMin:   46 22:22:15    -3405.774041        0.2484
MDMin:   47 22:22:20    -3405.777226        0.2270
MDMin:   48 22:22:25    -3405.780331        0.0818
MDMin:   49 22:22:31    -3405.783406        0.1157
MDMin:   50 22:22:36    -3405.786122        0.2345
MDMin:   51 22:22:41    -3405.788567        0.2124
MDMin:   52 22:22:46    -3405.790988        0.0463
       Step     Time          Energy         fmax
MDMin:    0 08:49:59    -3405.790988        0.0463
       Step     Time          Energy         fmax
MDMin:    0 11:13:08    -3405.790988        0.0463
