       Step     Time          Energy         fmax
MDMin:    0 22:00:27    37185.981067        1.1030
MDMin:    1 22:00:34    37183.026714        0.9575
MDMin:    2 22:00:40    37177.235435        0.5386
MDMin:    3 22:00:47    37171.983670        0.3038
MDMin:    4 22:00:54    37168.703544        0.2545
MDMin:    5 22:01:01    37167.364006        0.2200
MDMin:    6 22:01:08    37166.879290        0.1602
MDMin:    7 22:01:15    37166.074998        0.1419
MDMin:    8 22:01:22    37165.214674        0.1216
MDMin:    9 22:01:29    37164.426655        0.1358
MDMin:   10 22:01:36    37163.876408        0.1215
MDMin:   11 22:01:43    37163.467029        0.1004
MDMin:   12 22:01:49    37163.025213        0.0842
MDMin:   13 22:01:56    37162.504609        0.0891
MDMin:   14 22:02:03    37162.112019        0.1301
MDMin:   15 22:02:10    37161.819992        0.0755
MDMin:   16 22:02:17    37161.597775        0.0637
MDMin:   17 22:02:24    37161.308346        0.0655
MDMin:   18 22:02:31    37161.009417        0.0800
MDMin:   19 22:02:38    37160.814348        0.1006
MDMin:   20 22:02:45    37160.663920        0.0517
MDMin:   21 22:02:52    37160.498428        0.0499
       Step     Time          Energy         fmax
MDMin:    0 23:16:24    37160.498428        0.0499
       Step     Time          Energy         fmax
MDMin:    0 15:39:11    16206.654852        0.1524
MDMin:    1 15:39:20    16206.440868        0.1403
MDMin:    2 15:39:28    16205.907519        0.1125
MDMin:    3 15:39:37    16205.193350        0.0951
MDMin:    4 15:39:45    16204.380057        0.0753
MDMin:    5 15:39:53    16203.620827        0.1079
MDMin:    6 15:40:02    16203.452524        0.2170
MDMin:    7 15:40:11    16203.182526        0.1262
       Step     Time          Energy         fmax
MDMin:    0 15:42:28    16203.182526        0.1262
MDMin:    1 15:42:38    16203.070527        0.0800
MDMin:    2 15:42:49    16202.898845        0.0566
MDMin:    3 15:43:00    16202.722990        0.0528
MDMin:    4 15:43:11    16202.534345        0.0698
MDMin:    5 15:43:23    16202.384203        0.0850
MDMin:    6 15:43:34    16202.273153        0.0587
MDMin:    7 15:43:46    16202.180093        0.0392
