       Step     Time          Energy         fmax
MDMin:    0 13:46:49     1962.456889        2.0422
MDMin:    1 13:46:56     1930.408861        1.3043
MDMin:    2 13:47:02     1866.467682        1.0318
MDMin:    3 13:47:09     1810.940478        0.9219
MDMin:    4 13:47:16     1776.241191        3.9207
MDMin:    5 13:47:22     1769.528989        9.1225
MDMin:    6 13:47:29     1759.377107        2.8790
MDMin:    7 13:47:36     1751.007817        2.4775
MDMin:    8 13:47:43     1745.177196        1.6652
MDMin:    9 13:47:50     1739.514651        1.8877
MDMin:   10 13:47:57     1734.227800        3.2283
MDMin:   11 13:48:04     1730.153028        3.8850
MDMin:   12 13:48:11     1726.810843        2.3443
MDMin:   13 13:48:18     1723.428258        2.8252
MDMin:   14 13:48:25     1720.109358        4.8270
MDMin:   15 13:48:32     1717.510935        4.8812
MDMin:   16 13:48:39     1715.178701        1.8397
MDMin:   17 13:48:46     1712.695652        2.2551
MDMin:   18 13:48:53     1710.080174        4.6014
MDMin:   19 13:49:00     1708.296448        5.2589
MDMin:   20 13:49:07     1706.447940        0.9605
MDMin:   21 13:49:14     1704.491530        1.3606
MDMin:   22 13:49:21     1702.097933        3.6440
MDMin:   23 13:49:29     1701.126273        6.6641
MDMin:   24 13:49:35     1699.242371        0.5751
MDMin:   25 13:49:43     1697.817738        0.6652
MDMin:   26 13:49:50     1695.765835        2.0241
MDMin:   27 13:49:57     1695.002101        7.0635
MDMin:   28 13:50:05     1693.346149        2.3428
MDMin:   29 13:50:12     1692.840453        0.3648
MDMin:   30 13:50:19     1691.791615        0.5433
MDMin:   31 13:50:26     1690.348853        1.8463
MDMin:   32 13:50:33     1690.059160        6.5593
MDMin:   33 13:50:40     1688.759722        1.6548
MDMin:   34 13:50:48     1688.454914        0.2172
MDMin:   35 13:50:55     1687.776425        0.2817
MDMin:   36 13:51:02     1686.785795        1.0224
MDMin:   37 13:51:09     1686.345854        4.8823
MDMin:   38 13:51:16     1685.705117        2.6625
MDMin:   39 13:51:23     1685.372076        0.2317
MDMin:   40 13:51:31     1684.942284        0.3489
MDMin:   41 13:51:37     1684.374988        1.2334
MDMin:   42 13:51:44     1684.301371        3.9905
MDMin:   43 13:51:50     1683.769425        0.8746
MDMin:   44 13:51:56     1683.625798        0.2473
MDMin:   45 13:52:03     1683.352853        0.5588
MDMin:   46 13:52:09     1683.086928        1.9187
MDMin:   47 13:52:15     1682.988796        2.4775
MDMin:   48 13:52:21     1682.756166        0.0742
MDMin:   49 13:52:27     1682.559812        0.0665
MDMin:   50 13:52:33     1682.265343        0.2817
MDMin:   51 13:52:40     1682.021730        1.6947
MDMin:   52 13:52:46     1681.996925        2.3414
MDMin:   53 13:52:52     1681.793535        0.1487
MDMin:   54 13:52:58     1681.676170        0.2034
MDMin:   55 13:53:04     1681.545973        0.6042
MDMin:   56 13:53:11     1681.492934        0.9512
MDMin:   57 13:53:17     1681.402686        0.1133
MDMin:   58 13:53:23     1681.320536        0.2308
MDMin:   59 13:53:29     1681.236143        0.7082
MDMin:   60 13:53:35     1681.209722        1.1306
MDMin:   61 13:53:42     1681.141011        0.0733
MDMin:   62 13:53:48     1681.084635        0.0905
MDMin:   63 13:53:54     1681.013921        0.2784
MDMin:   64 13:54:00     1680.991051        0.5896
MDMin:   65 13:54:06     1680.936276        0.0361
       Step     Time          Energy         fmax
MDMin:    0 22:18:08    -4401.774261        0.3503
MDMin:    1 22:18:15    -4402.004390        0.2795
MDMin:    2 22:18:22    -4402.472025        0.1294
MDMin:    3 22:18:29    -4402.931635        0.1275
MDMin:    4 22:18:36    -4403.262963        0.2795
MDMin:    5 22:18:43    -4403.375983        0.4136
MDMin:    6 22:18:50    -4403.483713        0.1524
MDMin:    7 22:18:57    -4403.591256        0.1485
MDMin:    8 22:19:04    -4403.676046        0.2408
MDMin:    9 22:19:11    -4403.744575        0.2229
MDMin:   10 22:19:18    -4403.800950        0.2153
MDMin:   11 22:19:25    -4403.857678        0.2620
MDMin:   12 22:19:32    -4403.906937        0.3615
MDMin:   13 22:19:39    -4403.952174        0.2418
MDMin:   14 22:19:46    -4403.991761        0.2025
MDMin:   15 22:19:53    -4404.033406        0.2538
MDMin:   16 22:20:00    -4404.069397        0.3349
MDMin:   17 22:20:07    -4404.103199        0.2487
MDMin:   18 22:20:14    -4404.132341        0.1991
MDMin:   19 22:20:22    -4404.162814        0.3027
MDMin:   20 22:20:29    -4404.187852        0.4100
MDMin:   21 22:20:36    -4404.212613        0.3326
MDMin:   22 22:20:43    -4404.233043        0.2907
MDMin:   23 22:20:50    -4404.253510        0.4256
MDMin:   24 22:20:57    -4404.270544        0.5538
MDMin:   25 22:21:04    -4404.289260        0.3611
MDMin:   26 22:21:11    -4404.304805        0.2849
MDMin:   27 22:21:18    -4404.320892        0.4090
MDMin:   28 22:21:25    -4404.334223        0.5240
MDMin:   29 22:21:32    -4404.349403        0.3251
MDMin:   30 22:21:38    -4404.361832        0.2526
MDMin:   31 22:21:45    -4404.374885        0.3697
MDMin:   32 22:21:52    -4404.385511        0.4822
MDMin:   33 22:21:59    -4404.397915        0.2916
MDMin:   34 22:22:06    -4404.407897        0.2222
MDMin:   35 22:22:13    -4404.418525        0.3313
MDMin:   36 22:22:20    -4404.427013        0.4431
MDMin:   37 22:22:27    -4404.437166        0.2637
MDMin:   38 22:22:34    -4404.445194        0.1946
MDMin:   39 22:22:41    -4404.453872        0.2944
MDMin:   40 22:22:48    -4404.460661        0.4078
MDMin:   41 22:22:55    -4404.468981        0.2416
MDMin:   42 22:23:02    -4404.475444        0.1687
MDMin:   43 22:23:09    -4404.482556        0.2584
MDMin:   44 22:23:16    -4404.487994        0.3765
MDMin:   45 22:23:23    -4404.494822        0.2254
MDMin:   46 22:23:30    -4404.500031        0.1433
MDMin:   47 22:23:38    -4404.505896        0.2221
MDMin:   48 22:23:45    -4404.510269        0.3496
MDMin:   49 22:23:52    -4404.515872        0.2164
MDMin:   50 22:23:58    -4404.520089        0.1162
MDMin:   51 22:24:05    -4404.524980        0.1831
MDMin:   52 22:24:12    -4404.528559        0.3273
MDMin:   53 22:24:19    -4404.533123        0.2183
MDMin:   54 22:24:26    -4404.536599        0.0834
MDMin:   55 22:24:33    -4404.540778        0.1368
MDMin:   56 22:24:40    -4404.543967        0.3056
MDMin:   57 22:24:47    -4404.547452        0.2438
MDMin:   58 22:24:54    -4404.550556        0.0387
       Step     Time          Energy         fmax
MDMin:    0 08:50:01    -4404.550556        0.0387
       Step     Time          Energy         fmax
MDMin:    0 11:13:10    -4404.550556        0.0387
