       Step     Time          Energy         fmax
MDMin:    0 14:43:47      417.738320        1.8490
MDMin:    1 14:43:48      414.193172        1.6530
MDMin:    2 14:43:49      407.027891        1.0453
MDMin:    3 14:43:50      401.462385        0.6710
MDMin:    4 14:43:51      398.825004        0.6390
MDMin:    5 14:43:52      398.326816        1.1740
MDMin:    6 14:43:53      398.078654        0.5012
MDMin:    7 14:43:54      397.865146        0.4388
MDMin:    8 14:43:55      397.766181        0.2015
MDMin:    9 14:43:56      397.668205        0.1974
MDMin:   10 14:43:57      397.588816        0.4957
MDMin:   11 14:43:58      397.562507        0.5045
MDMin:   12 14:43:59      397.540642        0.1650
MDMin:   13 14:44:01      397.520628        0.2783
MDMin:   14 14:44:02      397.506737        0.1730
MDMin:   15 14:44:03      397.496590        0.1280
MDMin:   16 14:44:04      397.486588        0.1057
MDMin:   17 14:44:05      397.478131        0.2207
MDMin:   18 14:44:06      397.472197        0.1369
MDMin:   19 14:44:07      397.467899        0.0676
MDMin:   20 14:44:08      397.462995        0.0566
MDMin:   21 14:44:09      397.458012        0.1521
MDMin:   22 14:44:10      397.455268        0.1594
MDMin:   23 14:44:11      397.452837        0.0439
       Step     Time          Energy         fmax
MDMin:    0 17:15:15      397.452837        0.0439
