       Step     Time          Energy         fmax
MDMin:    0 17:16:19     -914.445069        2.1113
MDMin:    1 17:16:21     -916.382848        1.9512
MDMin:    2 17:16:22     -921.030370        1.4407
MDMin:    3 17:16:23     -926.066634        0.8802
MDMin:    4 17:16:24     -928.968096        0.9339
MDMin:    5 17:16:25     -928.850693        1.4997
MDMin:    6 17:16:27     -929.441807        0.5278
MDMin:    7 17:16:28     -929.378370        0.8738
MDMin:    8 17:16:29     -929.632048        0.2693
MDMin:    9 17:16:30     -929.607488        0.6587
MDMin:   10 17:16:32     -929.721908        0.2146
MDMin:   11 17:16:33     -929.716960        0.3726
MDMin:   12 17:16:34     -929.764578        0.1122
MDMin:   13 17:16:35     -929.766028        0.2689
MDMin:   14 17:16:37     -929.785101        0.0862
MDMin:   15 17:16:38     -929.788256        0.1312
MDMin:   16 17:16:39     -929.795070        0.0445
       Step     Time          Energy         fmax
MDMin:    0 17:52:29     -929.795070        0.0445
       Step     Time          Energy         fmax
MDMin:    0 14:02:01     1075.712300        0.2633
MDMin:    1 14:02:02     1075.645331        0.2511
MDMin:    2 14:02:03     1075.515489        0.2004
MDMin:    3 14:02:04     1075.423657        0.0731
MDMin:    4 14:02:05     1075.432812        0.1322
MDMin:    5 14:02:06     1075.411633        0.0689
MDMin:    6 14:02:07     1075.409238        0.0644
MDMin:    7 14:02:08     1075.404957        0.0343
       Step     Time          Energy         fmax
MDMin:    0 14:37:34     1075.404957        0.0343
