       Step     Time          Energy         fmax
MDMin:    0 17:18:21    -1938.771963        2.1013
MDMin:    1 17:18:23    -1941.371642        1.9362
MDMin:    2 17:18:24    -1947.678519        1.4140
MDMin:    3 17:18:26    -1955.010487        0.9405
MDMin:    4 17:18:28    -1961.435873        0.6069
MDMin:    5 17:18:29    -1963.350606        1.8769
MDMin:    6 17:18:31    -1965.221883        0.5714
MDMin:    7 17:18:33    -1964.936710        1.3563
MDMin:    8 17:18:35    -1965.704692        0.5099
MDMin:    9 17:18:36    -1965.643490        0.8534
MDMin:   10 17:18:38    -1965.981554        0.3089
MDMin:   11 17:18:40    -1966.007437        0.5533
MDMin:   12 17:18:41    -1966.144111        0.2035
MDMin:   13 17:18:43    -1966.190806        0.3146
MDMin:   14 17:18:45    -1966.246231        0.0749
MDMin:   15 17:18:47    -1966.290814        0.0827
MDMin:   16 17:18:49    -1966.328232        0.1637
MDMin:   17 17:18:50    -1966.344962        0.1506
MDMin:   18 17:18:52    -1966.358082        0.0610
MDMin:   19 17:18:54    -1966.372370        0.0775
MDMin:   20 17:18:56    -1966.381780        0.0997
MDMin:   21 17:18:57    -1966.390007        0.0454
       Step     Time          Energy         fmax
MDMin:    0 17:54:01    -1966.390007        0.0454
       Step     Time          Energy         fmax
MDMin:    0 14:03:00     2195.107983        0.2555
MDMin:    1 14:03:02     2194.893724        0.2339
MDMin:    2 14:03:03     2194.526504        0.2035
MDMin:    3 14:03:05     2194.245313        0.1192
MDMin:    4 14:03:06     2194.178957        0.1701
MDMin:    5 14:03:07     2194.118832        0.0796
MDMin:    6 14:03:09     2194.094850        0.0911
MDMin:    7 14:03:10     2194.080891        0.0458
       Step     Time          Energy         fmax
MDMin:    0 14:37:58     2194.080891        0.0458
