       Step     Time          Energy         fmax
MDMin:    0 14:01:35     2476.613026        0.3605
MDMin:    1 14:01:40     2476.489851        0.1856
MDMin:    2 14:01:45     2476.304249        0.1094
MDMin:    3 14:01:50     2476.199022        0.2361
MDMin:    4 14:01:55     2476.183408        0.5489
MDMin:    5 14:02:00     2476.140456        0.1086
MDMin:    6 14:02:05     2476.115552        0.2021
MDMin:    7 14:02:10     2476.098263        0.2297
MDMin:    8 14:02:15     2476.084872        0.1017
MDMin:    9 14:02:20     2476.070767        0.1581
MDMin:   10 14:02:25     2476.058175        0.3079
MDMin:   11 14:02:31     2476.048241        0.2685
MDMin:   12 14:02:36     2476.039846        0.0665
MDMin:   13 14:02:41     2476.029939        0.1207
MDMin:   14 14:02:46     2476.020335        0.3639
MDMin:   15 14:02:51     2476.015598        0.4477
MDMin:   16 14:02:56     2476.007853        0.0221
