       Step     Time          Energy         fmax
MDMin:    0 17:02:54     1520.492281        2.0292
MDMin:    1 17:02:55     1518.195372        1.7890
MDMin:    2 17:02:55     1513.788719        0.9495
MDMin:    3 17:02:56     1510.643147        0.5961
MDMin:    4 17:02:57     1509.541057        0.6711
MDMin:    5 17:02:58     1509.269018        0.4924
MDMin:    6 17:02:59     1509.055499        0.1615
MDMin:    7 17:03:00     1509.017194        0.1377
MDMin:    8 17:03:01     1508.965205        0.1102
MDMin:    9 17:03:02     1508.933452        0.0808
MDMin:   10 17:03:03     1508.918458        0.0810
MDMin:   11 17:03:04     1508.910821        0.0382
