       Step     Time          Energy         fmax
MDMin:    0 19:55:07      630.604425        2.0629
MDMin:    1 19:55:12      618.813826        1.8393
MDMin:    2 19:55:16      591.702100        1.0867
MDMin:    3 19:55:21      563.570858        0.7221
MDMin:    4 19:55:26      539.269094        0.8250
MDMin:    5 19:55:30      520.677565        1.2385
MDMin:    6 19:55:35      513.601299        1.5060
MDMin:    7 19:55:39      510.234688        1.1626
MDMin:    8 19:55:44      505.124892        0.3577
MDMin:    9 19:55:48      500.153136        0.3783
MDMin:   10 19:55:53      494.926347        0.3986
MDMin:   11 19:55:58      491.517008        0.7331
MDMin:   12 19:56:02      488.949142        0.2284
MDMin:   13 19:56:07      486.426930        0.2346
MDMin:   14 19:56:11      483.046483        0.2334
MDMin:   15 19:56:16      479.786247        0.5690
MDMin:   16 19:56:20      478.432764        0.5903
MDMin:   17 19:56:25      477.378954        0.3004
MDMin:   18 19:56:30      476.152248        0.3579
MDMin:   19 19:56:34      475.108442        0.2048
MDMin:   20 19:56:39      474.058838        0.2797
MDMin:   21 19:56:44      473.045465        0.2284
MDMin:   22 19:56:48      472.229582        0.3288
MDMin:   23 19:56:53      471.568723        0.1613
MDMin:   24 19:56:57      470.932801        0.2082
MDMin:   25 19:57:02      470.259753        0.1700
MDMin:   26 19:57:06      469.699483        0.2901
MDMin:   27 19:57:11      469.258611        0.1462
MDMin:   28 19:57:16      468.876308        0.1591
MDMin:   29 19:57:20      468.447125        0.1318
MDMin:   30 19:57:25      468.048818        0.2302
MDMin:   31 19:57:29      467.747791        0.1483
MDMin:   32 19:57:34      467.508143        0.1206
MDMin:   33 19:57:38      467.242962        0.0972
MDMin:   34 19:57:43      466.948212        0.1629
MDMin:   35 19:57:48      466.732753        0.1612
MDMin:   36 19:57:52      466.558077        0.0952
MDMin:   37 19:57:57      466.396556        0.0742
MDMin:   38 19:58:01      466.192399        0.1116
MDMin:   39 19:58:06      466.025694        0.1398
MDMin:   40 19:58:11      465.899691        0.1071
MDMin:   41 19:58:15      465.809025        0.0586
MDMin:   42 19:58:20      465.688488        0.0700
MDMin:   43 19:58:24      465.550527        0.0878
MDMin:   44 19:58:29      465.461628        0.1464
MDMin:   45 19:58:34      465.383122        0.0424
       Step     Time          Energy         fmax
MDMin:    0 21:23:17      465.383122        0.0424
       Step     Time          Energy         fmax
MDMin:    0 08:29:31      465.383122        0.0424
       Step     Time          Energy         fmax
MDMin:    0 17:02:57      465.383122        0.0424
