       Step     Time          Energy         fmax
MDMin:    0 22:00:32    62120.008067        1.1030
MDMin:    1 22:00:43    62116.106667        0.9575
MDMin:    2 22:00:54    62108.477720        0.5383
MDMin:    3 22:01:06    62101.405921        0.3071
MDMin:    4 22:01:18    62096.774985        0.2450
MDMin:    5 22:01:29    62094.757633        0.2193
MDMin:    6 22:01:41    62093.945505        0.1626
MDMin:    7 22:01:53    62092.645459        0.1440
MDMin:    8 22:02:05    62091.204277        0.1240
MDMin:    9 22:02:16    62089.896622        0.1472
MDMin:   10 22:02:28    62088.963174        0.1277
MDMin:   11 22:02:40    62088.254332        0.1046
MDMin:   12 22:02:51    62087.457858        0.0873
MDMin:   13 22:03:03    62086.511072        0.0958
MDMin:   14 22:03:15    62085.763489        0.1252
MDMin:   15 22:03:27    62085.205403        0.0850
MDMin:   16 22:03:38    62084.773460        0.0679
MDMin:   17 22:03:50    62084.211789        0.0747
MDMin:   18 22:04:02    62083.596607        0.0867
MDMin:   19 22:04:14    62083.164713        0.1100
MDMin:   20 22:04:25    62082.823727        0.0570
MDMin:   21 22:04:37    62082.484999        0.0583
MDMin:   22 22:04:49    62082.028010        0.0551
MDMin:   23 22:05:01    62081.586019        0.1147
MDMin:   24 22:05:12    62081.322748        0.1298
MDMin:   25 22:05:24    62081.133116        0.0465
       Step     Time          Energy         fmax
MDMin:    0 23:16:30    62081.133116        0.0465
       Step     Time          Energy         fmax
MDMin:    0 15:19:01    26936.116980        0.1449
MDMin:    1 15:19:20    26935.785602        0.1334
MDMin:    2 15:19:40    26934.943228        0.1072
MDMin:    3 15:20:00    26933.777170        0.0922
MDMin:    4 15:20:21    26932.400584        0.0753
MDMin:    5 15:20:42    26931.103665        0.1579
MDMin:    6 15:21:03    26930.752603        0.2633
MDMin:    7 15:21:25    26930.290401        0.1477
MDMin:    8 15:21:48    26929.868771        0.1161
MDMin:    9 15:22:12    26929.584331        0.0566
MDMin:   10 15:22:38    26929.211399        0.0545
MDMin:   11 15:23:04    26928.708169        0.0537
MDMin:   12 15:23:30    26928.198148        0.1149
MDMin:   13 15:23:57    26927.960577        0.2088
MDMin:   14 15:24:27    26927.764461        0.0825
MDMin:   15 15:24:55    26927.545832        0.0695
MDMin:   16 15:25:26    26927.335128        0.0842
MDMin:   17 15:25:57    26927.138386        0.0770
MDMin:   18 15:26:31    26926.961855        0.0876
MDMin:   19 15:27:03    26926.801083        0.0673
MDMin:   20 15:27:38    26926.646650        0.0784
MDMin:   21 15:28:01    26926.497811        0.0704
MDMin:   22 15:28:16    26926.361960        0.0866
MDMin:   23 15:28:32    26926.240719        0.0648
MDMin:   24 15:28:47    26926.127399        0.0707
MDMin:   25 15:29:02    26926.016238        0.0604
MDMin:   26 15:29:17    26925.911023        0.0792
MDMin:   27 15:29:33    26925.817228        0.0623
MDMin:   28 15:29:49    26925.732677        0.0650
MDMin:   29 15:30:05    26925.650864        0.0508
MDMin:   30 15:30:20    26925.570285        0.0675
MDMin:   31 15:30:35    26925.496484        0.0579
MDMin:   32 15:30:50    26925.431494        0.0623
MDMin:   33 15:31:06    26925.371283        0.0438
       Step     Time          Energy         fmax
MDMin:    0 15:41:33    26925.371283        0.0438
