       Step     Time          Energy         fmax
MDMin:    0 19:55:24    -9198.181356        1.9742
MDMin:    1 19:55:46    -9223.855179        1.7516
MDMin:    2 19:56:08    -9281.043991        0.9930
MDMin:    3 19:56:30    -9345.168900        0.6962
MDMin:    4 19:56:52    -9409.819615        0.7881
MDMin:    5 19:57:13    -9470.306254        0.9532
MDMin:    6 19:57:35    -9496.247958        2.5274
MDMin:    7 19:57:57    -9518.387705        1.7693
MDMin:    8 19:58:19    -9535.752485        0.5599
MDMin:    9 19:58:41    -9548.768252        0.7535
MDMin:   10 19:59:03    -9562.265234        0.4937
MDMin:   11 19:59:25    -9576.559765        1.0350
MDMin:   12 19:59:46    -9588.977794        0.9547
MDMin:   13 20:00:08    -9599.161317        0.9189
MDMin:   14 20:00:30    -9608.604466        0.4432
MDMin:   15 20:00:52    -9619.375556        0.8157
MDMin:   16 20:01:14    -9630.363290        0.8354
MDMin:   17 20:01:36    -9639.438358        1.1548
MDMin:   18 20:01:58    -9647.037223        0.4241
MDMin:   19 20:02:19    -9654.894321        0.6174
MDMin:   20 20:02:41    -9664.098987        0.5344
MDMin:   21 20:03:03    -9672.713965        1.0787
MDMin:   22 20:03:25    -9679.627712        0.6181
MDMin:   23 20:03:47    -9685.546569        0.5144
MDMin:   24 20:04:09    -9692.407719        0.3339
MDMin:   25 20:04:31    -9700.268663        0.7217
MDMin:   26 20:04:53    -9706.938680        0.7271
MDMin:   27 20:05:15    -9712.372719        0.5468
MDMin:   28 20:05:37    -9717.338207        0.2618
MDMin:   29 20:05:59    -9723.473492        0.4602
MDMin:   30 20:06:21    -9729.854166        0.4603
MDMin:   31 20:06:42    -9734.881400        0.6721
MDMin:   32 20:07:04    -9739.039909        0.2331
MDMin:   33 20:07:26    -9743.532003        0.2956
MDMin:   34 20:07:48    -9749.144457        0.2992
MDMin:   35 20:08:10    -9754.210954        0.5560
MDMin:   36 20:08:31    -9758.158598        0.3319
MDMin:   37 20:08:53    -9761.371168        0.2203
MDMin:   38 20:09:14    -9765.419109        0.2000
MDMin:   39 20:09:36    -9770.261379        0.3124
MDMin:   40 20:09:58    -9774.116109        0.4337
MDMin:   41 20:10:19    -9777.293246        0.2227
MDMin:   42 20:10:41    -9780.115671        0.1716
MDMin:   43 20:11:02    -9783.841011        0.2281
MDMin:   44 20:11:24    -9787.638226        0.3418
MDMin:   45 20:11:46    -9790.458792        0.3788
MDMin:   46 20:12:07    -9792.755358        0.1403
MDMin:   47 20:12:29    -9795.445593        0.1467
MDMin:   48 20:12:50    -9799.026360        0.2090
MDMin:   49 20:13:12    -9802.156531        0.4257
MDMin:   50 20:13:33    -9804.496885        0.2549
MDMin:   51 20:13:55    -9806.192334        0.1201
MDMin:   52 20:14:17    -9808.544861        0.1191
MDMin:   53 20:14:38    -9811.690332        0.2011
MDMin:   54 20:15:00    -9814.333814        0.3523
MDMin:   55 20:15:21    -9816.304344        0.2476
MDMin:   56 20:15:43    -9817.626230        0.0932
MDMin:   57 20:16:04    -9819.557705        0.1051
MDMin:   58 20:16:26    -9822.229911        0.1424
MDMin:   59 20:16:47    -9824.678500        0.3513
MDMin:   60 20:17:09    -9826.218616        0.2535
MDMin:   61 20:17:31    -9827.254750        0.0804
MDMin:   62 20:17:52    -9828.770971        0.0875
MDMin:   63 20:18:14    -9830.934386        0.1146
MDMin:   64 20:18:35    -9833.116946        0.2830
MDMin:   65 20:18:57    -9834.262177        0.2897
MDMin:   66 20:19:18    -9835.220736        0.1112
MDMin:   67 20:19:40    -9836.430492        0.1333
MDMin:   68 20:20:01    -9837.798234        0.1627
MDMin:   69 20:20:23    -9838.899765        0.2353
MDMin:   70 20:20:44    -9839.834245        0.1060
MDMin:   71 20:21:06    -9840.750768        0.1061
MDMin:   72 20:21:28    -9841.909679        0.1200
MDMin:   73 20:21:49    -9842.985542        0.2084
MDMin:   74 20:22:11    -9843.841553        0.1406
MDMin:   75 20:22:32    -9844.548752        0.0895
MDMin:   76 20:22:54    -9845.423626        0.0852
MDMin:   77 20:23:15    -9846.460687        0.1437
MDMin:   78 20:23:37    -9847.275548        0.1835
MDMin:   79 20:23:58    -9847.970533        0.0903
MDMin:   80 20:24:20    -9848.615601        0.0715
       Step     Time          Energy         fmax
MDMin:    0 21:23:33    -9848.615601        0.0715
MDMin:    1 21:23:55    -9848.833695        0.0580
MDMin:    2 21:24:16    -9849.437659        0.0568
MDMin:    3 21:24:38    -9850.390749        0.0563
MDMin:    4 21:24:59    -9851.563586        0.1124
MDMin:    5 21:25:21    -9852.230427        0.2433
MDMin:    6 21:25:42    -9852.951435        0.0521
MDMin:    7 21:26:03    -9853.543765        0.0515
MDMin:    8 21:26:25    -9854.428444        0.0499
       Step     Time          Energy         fmax
MDMin:    0 08:30:08    -9854.428444        0.0499
       Step     Time          Energy         fmax
MDMin:    0 17:03:15    -9854.428444        0.0499
