       Step     Time          Energy         fmax
MDMin:    0 14:43:53    -5982.757324        1.9984
MDMin:    1 14:44:02    -6022.740543        1.6465
MDMin:    2 14:44:10    -6103.147732        1.1112
MDMin:    3 14:44:18    -6167.874155        0.8324
MDMin:    4 14:44:26    -6204.595123        0.6581
MDMin:    5 14:44:34    -6217.334905        1.8553
MDMin:    6 14:44:42    -6224.972987        0.8928
MDMin:    7 14:44:51    -6232.291345        0.5200
MDMin:    8 14:44:59    -6237.202499        0.3400
MDMin:    9 14:45:07    -6242.939959        0.3575
MDMin:   10 14:45:15    -6249.089304        0.5026
MDMin:   11 14:45:23    -6253.319684        0.9139
MDMin:   12 14:45:31    -6256.459622        0.2968
MDMin:   13 14:45:39    -6259.341683        0.2821
MDMin:   14 14:45:48    -6263.164846        0.3928
MDMin:   15 14:45:56    -6266.811641        0.7992
MDMin:   16 14:46:04    -6268.906058        0.8477
MDMin:   17 14:46:12    -6270.386853        0.2215
MDMin:   18 14:46:20    -6272.301115        0.2231
MDMin:   19 14:46:28    -6274.815220        0.3447
MDMin:   20 14:46:36    -6277.004116        0.7280
MDMin:   21 14:46:44    -6278.345953        0.5912
MDMin:   22 14:46:52    -6279.172482        0.1527
MDMin:   23 14:47:01    -6280.371955        0.1467
MDMin:   24 14:47:09    -6282.041575        0.2069
MDMin:   25 14:47:17    -6283.781912        0.4596
MDMin:   26 14:47:25    -6284.428506        0.8759
MDMin:   27 14:47:33    -6285.146200        0.3900
MDMin:   28 14:47:41    -6285.826067        0.3926
MDMin:   29 14:47:50    -6286.380111        0.2160
MDMin:   30 14:47:58    -6286.965081        0.2253
MDMin:   31 14:48:06    -6287.635838        0.3081
MDMin:   32 14:48:14    -6288.169825        0.4468
MDMin:   33 14:48:22    -6288.600944        0.2177
MDMin:   34 14:48:30    -6288.976346        0.1902
MDMin:   35 14:48:38    -6289.441353        0.2256
MDMin:   36 14:48:46    -6289.872063        0.3906
MDMin:   37 14:48:54    -6290.194052        0.3104
MDMin:   38 14:49:02    -6290.446121        0.1479
MDMin:   39 14:49:11    -6290.750974        0.1370
MDMin:   40 14:49:19    -6291.116234        0.2619
MDMin:   41 14:49:27    -6291.372521        0.4185
MDMin:   42 14:49:35    -6291.594861        0.1323
MDMin:   43 14:49:44    -6291.788339        0.1021
MDMin:   44 14:49:52    -6292.048841        0.1787
MDMin:   45 14:50:00    -6292.268902        0.3455
MDMin:   46 14:50:08    -6292.431344        0.2271
MDMin:   47 14:50:16    -6292.541935        0.0712
MDMin:   48 14:50:25    -6292.697148        0.0866
MDMin:   49 14:50:33    -6292.901091        0.1443
MDMin:   50 14:50:41    -6293.045231        0.3673
MDMin:   51 14:50:49    -6293.167655        0.1183
MDMin:   52 14:50:58    -6293.241627        0.0735
MDMin:   53 14:51:06    -6293.351630        0.0801
MDMin:   54 14:51:14    -6293.477181        0.1832
MDMin:   55 14:51:23    -6293.550082        0.2676
MDMin:   56 14:51:31    -6293.621476        0.0501
MDMin:   57 14:51:39    -6293.695945        0.0488
       Step     Time          Energy         fmax
MDMin:    0 17:15:20    -6293.695945        0.0488
