       Step     Time          Energy         fmax
MDMin:    0 17:18:32   -18418.586867        1.7021
MDMin:    1 17:18:45   -18421.799127        1.4816
MDMin:    2 17:18:58   -18427.918086        0.7292
MDMin:    3 17:19:11   -18432.905927        0.4413
MDMin:    4 17:19:23   -18435.459938        0.9395
MDMin:    5 17:19:35   -18436.693684        0.4242
MDMin:    6 17:19:47   -18437.120019        0.1886
MDMin:    7 17:19:59   -18437.791305        0.1408
MDMin:    8 17:20:11   -18438.669930        0.1441
MDMin:    9 17:20:24   -18439.581550        0.2697
MDMin:   10 17:20:36   -18439.851677        0.6936
MDMin:   11 17:20:48   -18440.262321        0.2394
MDMin:   12 17:21:01   -18440.482597        0.4234
MDMin:   13 17:21:13   -18440.631462        0.1363
MDMin:   14 17:21:26   -18440.821439        0.1111
MDMin:   15 17:21:38   -18441.028325        0.2314
MDMin:   16 17:21:50   -18441.178758        0.2621
MDMin:   17 17:22:02   -18441.299218        0.1493
MDMin:   18 17:22:14   -18441.404232        0.0927
MDMin:   19 17:22:26   -18441.532863        0.1920
MDMin:   20 17:22:38   -18441.636607        0.2436
MDMin:   21 17:22:50   -18441.719718        0.1624
MDMin:   22 17:23:03   -18441.784165        0.0714
MDMin:   23 17:23:15   -18441.866551        0.1264
MDMin:   24 17:23:27   -18441.949403        0.1672
MDMin:   25 17:23:40   -18442.007441        0.2194
MDMin:   26 17:23:53   -18442.054103        0.0454
       Step     Time          Energy         fmax
MDMin:    0 17:54:11   -18442.054103        0.0454
       Step     Time          Energy         fmax
MDMin:    0 14:03:08    19343.582027        0.5147
MDMin:    1 14:03:16    19342.713044        0.3938
MDMin:    2 14:03:25    19340.448613        0.1896
MDMin:    3 14:03:33    19337.340505        0.1705
MDMin:    4 14:03:42    19333.864565        0.3286
MDMin:    5 14:03:51    19331.360891        1.0600
MDMin:    6 14:03:59    19330.117648        0.7763
MDMin:    7 14:04:08    19329.644408        0.3831
MDMin:    8 14:04:16    19328.859382        0.2236
MDMin:    9 14:04:25    19327.991083        0.3917
MDMin:   10 14:04:34    19327.223020        0.4524
MDMin:   11 14:04:42    19326.628358        0.4050
MDMin:   12 14:04:51    19326.139312        0.1793
MDMin:   13 14:04:59    19325.583146        0.2575
MDMin:   14 14:05:08    19324.996712        0.3146
MDMin:   15 14:05:17    19324.554793        0.4671
MDMin:   16 14:05:25    19324.201227        0.1459
MDMin:   17 14:05:34    19323.850355        0.1702
MDMin:   18 14:05:42    19323.420194        0.1912
MDMin:   19 14:05:51    19323.061467        0.4299
MDMin:   20 14:06:00    19322.791801        0.1901
MDMin:   21 14:06:08    19322.587243        0.1276
MDMin:   22 14:06:17    19322.325338        0.1094
MDMin:   23 14:06:25    19322.030217        0.2593
MDMin:   24 14:06:34    19321.825845        0.3269
MDMin:   25 14:06:42    19321.658653        0.0913
MDMin:   26 14:06:51    19321.498213        0.0651
MDMin:   27 14:06:59    19321.281785        0.1406
MDMin:   28 14:07:08    19321.086819        0.2604
MDMin:   29 14:07:16    19320.965487        0.2570
MDMin:   30 14:07:25    19320.885191        0.0375
       Step     Time          Energy         fmax
MDMin:    0 14:38:05    19320.885191        0.0375
