       Step     Time          Energy         fmax
MDMin:    0 19:57:04     2695.548244        1.9742
MDMin:    1 19:57:07     2688.642924        1.7516
MDMin:    2 19:57:10     2672.892325        0.9965
MDMin:    3 19:57:13     2655.458917        0.6938
MDMin:    4 19:57:16     2639.069676        0.8091
MDMin:    5 19:57:19     2626.019247        1.0386
MDMin:    6 19:57:22     2623.223008        1.8833
MDMin:    7 19:57:25     2620.041906        1.5320
MDMin:    8 19:57:28     2616.688501        0.5063
MDMin:    9 19:57:31     2614.963031        0.4332
MDMin:   10 19:57:35     2612.953806        0.3163
MDMin:   11 19:57:38     2610.827777        0.6623
MDMin:   12 19:57:41     2609.552288        0.6767
MDMin:   13 19:57:44     2608.558336        0.1815
MDMin:   14 19:57:47     2607.572090        0.1677
MDMin:   15 19:57:50     2606.262110        0.1448
MDMin:   16 19:57:53     2604.852096        0.1443
MDMin:   17 19:57:56     2604.133874        0.5021
MDMin:   18 19:57:59     2603.533367        0.1157
MDMin:   19 19:58:02     2603.289265        0.1149
MDMin:   20 19:58:05     2602.964471        0.1084
MDMin:   21 19:58:08     2602.679181        0.2214
MDMin:   22 19:58:11     2602.549513        0.1736
MDMin:   23 19:58:14     2602.465622        0.0958
MDMin:   24 19:58:17     2602.355611        0.1053
MDMin:   25 19:58:20     2602.254488        0.0857
MDMin:   26 19:58:23     2602.167859        0.0915
MDMin:   27 19:58:26     2602.093661        0.0700
MDMin:   28 19:58:29     2602.024840        0.0710
MDMin:   29 19:58:32     2601.958522        0.0654
MDMin:   30 19:58:35     2601.900248        0.0694
MDMin:   31 19:58:39     2601.850552        0.0578
MDMin:   32 19:58:42     2601.805068        0.0554
MDMin:   33 19:58:45     2601.759614        0.0530
MDMin:   34 19:58:48     2601.717986        0.0563
MDMin:   35 19:58:51     2601.682520        0.0496
       Step     Time          Energy         fmax
MDMin:    0 21:27:01     2601.682520        0.0496
       Step     Time          Energy         fmax
MDMin:    0 08:29:29     2601.682520        0.0496
       Step     Time          Energy         fmax
MDMin:    0 17:02:56     2601.682520        0.0496
