       Step     Time          Energy         fmax
MDMin:    0 13:46:46     2709.222752        1.9389
MDMin:    1 13:46:49     2692.467831        1.3045
MDMin:    2 13:46:52     2659.342171        0.9884
MDMin:    3 13:46:55     2633.670631        0.8608
MDMin:    4 13:46:58     2623.922658        2.7920
MDMin:    5 13:47:01     2618.922064        1.2073
MDMin:    6 13:47:04     2616.811662        0.5987
MDMin:    7 13:47:07     2614.100054        1.0490
MDMin:    8 13:47:10     2611.877364        2.4872
MDMin:    9 13:47:14     2610.413892        2.1376
MDMin:   10 13:47:17     2609.468316        0.2564
MDMin:   11 13:47:20     2608.125098        0.2778
MDMin:   12 13:47:23     2606.341816        0.7358
MDMin:   13 13:47:26     2605.403767        4.1387
MDMin:   14 13:47:30     2604.490402        2.1395
MDMin:   15 13:47:33     2604.172009        0.4193
MDMin:   16 13:47:36     2603.683791        0.6385
MDMin:   17 13:47:39     2603.194950        1.8344
MDMin:   18 13:47:42     2603.000355        2.5058
MDMin:   19 13:47:46     2602.698009        0.2845
MDMin:   20 13:47:49     2602.410486        0.5897
MDMin:   21 13:47:52     2602.187836        1.7825
MDMin:   22 13:47:55     2602.023518        1.3848
MDMin:   23 13:47:58     2601.905137        0.1633
MDMin:   24 13:48:02     2601.743731        0.3072
MDMin:   25 13:48:05     2601.570672        1.0157
MDMin:   26 13:48:08     2601.534482        1.7439
MDMin:   27 13:48:11     2601.405667        0.1563
MDMin:   28 13:48:15     2601.312561        0.3460
MDMin:   29 13:48:18     2601.248508        1.0851
MDMin:   30 13:48:21     2601.191367        0.7332
MDMin:   31 13:48:24     2601.156563        0.0697
MDMin:   32 13:48:27     2601.106483        0.1283
MDMin:   33 13:48:31     2601.046287        0.4571
MDMin:   34 13:48:34     2601.044333        1.1559
MDMin:   35 13:48:37     2600.991151        0.0661
MDMin:   36 13:48:40     2600.962881        0.1517
MDMin:   37 13:48:44     2600.941475        0.5305
MDMin:   38 13:48:47     2600.926900        0.4556
MDMin:   39 13:48:50     2600.914618        0.0424
       Step     Time          Energy         fmax
MDMin:    0 22:18:04     -812.175081        0.5803
MDMin:    1 22:18:07     -812.332802        0.2563
MDMin:    2 22:18:10     -812.590938        0.1421
MDMin:    3 22:18:13     -812.758129        0.3884
MDMin:    4 22:18:17     -812.804029        0.8160
MDMin:    5 22:18:20     -812.858146        0.2078
MDMin:    6 22:18:23     -812.901266        0.3154
MDMin:    7 22:18:27     -812.931934        0.3044
MDMin:    8 22:18:30     -812.955205        0.2152
MDMin:    9 22:18:33     -812.976180        0.2431
MDMin:   10 22:18:36     -812.993979        0.3067
MDMin:   11 22:18:40     -813.009029        0.2247
MDMin:   12 22:18:43     -813.021572        0.1528
MDMin:   13 22:18:46     -813.034140        0.1932
MDMin:   14 22:18:50     -813.044608        0.2688
MDMin:   15 22:18:53     -813.053855        0.1872
MDMin:   16 22:18:56     -813.061302        0.1283
MDMin:   17 22:18:59     -813.069031        0.1784
MDMin:   18 22:19:03     -813.075150        0.2600
MDMin:   19 22:19:06     -813.081033        0.1595
MDMin:   20 22:19:09     -813.085561        0.1067
MDMin:   21 22:19:12     -813.090499        0.1569
MDMin:   22 22:19:16     -813.094248        0.2339
MDMin:   23 22:19:19     -813.098143        0.1270
MDMin:   24 22:19:22     -813.101017        0.0830
MDMin:   25 22:19:26     -813.104302        0.1289
MDMin:   26 22:19:29     -813.106692        0.2007
MDMin:   27 22:19:32     -813.109315        0.1004
MDMin:   28 22:19:35     -813.111162        0.0633
MDMin:   29 22:19:39     -813.113362        0.1027
MDMin:   30 22:19:42     -813.114907        0.1695
MDMin:   31 22:19:45     -813.116673        0.0819
MDMin:   32 22:19:48     -813.117856        0.0472
       Step     Time          Energy         fmax
MDMin:    0 08:49:58     -813.117856        0.0472
       Step     Time          Energy         fmax
MDMin:    0 11:13:06     -813.117856        0.0472
