       Step     Time          Energy         fmax
MDMin:    0 17:02:59      862.014719        1.4335
MDMin:    1 17:03:00      861.390537        1.2523
MDMin:    2 17:03:01      860.122840        0.7006
MDMin:    3 17:03:01      859.344922        0.2301
MDMin:    4 17:03:02      859.369547        0.6168
MDMin:    5 17:03:03      859.290583        0.2925
MDMin:    6 17:03:03      859.298194        0.3540
MDMin:    7 17:03:04      859.270723        0.1463
MDMin:    8 17:03:05      859.274361        0.2182
MDMin:    9 17:03:05      859.264689        0.0994
MDMin:   10 17:03:06      859.265930        0.1259
MDMin:   11 17:03:07      859.262463        0.0529
MDMin:   12 17:03:07      859.262962        0.0786
MDMin:   13 17:03:08      859.261713        0.0352
